ma_so_thue,ten_cong_ty,nam_thanh_lap,so_dien_thoai,email,dia_chi,nganh_nghe,tinh_thanh,crawled_at
0111381167,CÔNG TY TNHH NEXUS EDEEC,,,,"Tầng 2, Số Nhà 159 Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111382273,CÔNG TY TNHH THƯƠNG MẠI NHỰA VIỆT ĐỨC,,,,"86 Nội Phật, Xã Sóc Sơn, Huyện Sóc Sơn, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111382308,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG ĐÔNG DƯƠNG VIỆT NAM,,,,"Tầng 3, Lô Tt 1.2, Khu Minh Tâm, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111381079,CÔNG TY TNHH THE IVY HAUS,,,,"Số 05, Ngõ 142, Đường Phú Viên, Tổ 24, Phường Bồ Đề, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111381368,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH HOÀNG LINH,,,,"Số 17 Ngõ 48 Ba La, Phường Phú Lương, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111381537,CÔNG TY TNHH AHEAD TECHNOLOGY,,,,"Lô Dg11-15, Khu Đấu Giá Quyền Sử Dụng Đất X1 Cầu Nề, Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111382033,CÔNG TY TNHH YIPPY LASHES,,,,"Số Nhà 28, Ngõ 4/1 Kim Đồng, Phường Hoàng Mai, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:51:40
0111381921,CÔNG TY TNHH TƯƠNG LAI XANH 689,,,,"Ô Số S25I, Tầng 02, Ct3, Tổ Hợp Thương Mại Dịch Vụ Và Căn Hộ, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381600,CÔNG TY TNHH PHÚC LÂM AMC,,,,"P1506, Khối Nhà Văn Phòng Tòa Nhà Viwaseen, Số 48 Phố Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381978,CÔNG TY TNHH QUẢNG CÁO CÔNG DƯƠNG,,,,"Số 55 Đường Chiến Thắng, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381625,CÔNG TY TNHH PHÁT TRIỂN ĐÔ THỊ MAI LÂM,,,,"57 Trần Quốc Toản, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111380999,CÔNG TY TNHH S NEW PHARMA,,,,"Tầng 3, Số 90 Ngõ 203 Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381424,CÔNG TY TNHH S-COM GROUP,,,,"Số 33, Ngõ 254 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381858,CÔNG TY TNHH XNK NAS VN,,,,"Lô E4-1, Cụm Công Nghiệp Kim Bài, Xã Thanh Oai, Huyện Thanh Oai, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381897,CÔNG TY TNHH KIẾN TRÚC CẢNH QUAN LÂM HẢI,,,,"Nhà Số 2, Ngách 521/23/14 An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111382058,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIẢI TRÍ NHÀ HÀNG THÁI BÌNH,,,,"Số 2 Ngõ 18 Đường Nguyễn Cơ Thạch, Phường Từ Liêm, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111381287,CÔNG TY TNHH MTV HOA LINH TRANG,,,,"317 Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111382266,CÔNG TY TNHH NĂNG LƯỢNG XANH ĐÔNG ANH,,,,"Khu Đoài, Thôn Dục Nội, Xã Đông Anh, Huyện Đông Anh, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111380854,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ YẾN QUÂN,,,,"Số 10, Đội 6, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:51:44
0111382040,CÔNG TY TNHH PHẦN MÊM T&T FUTURE,,,,"Số Nhà 16B, Ngõ 42 Trần Bình, Phường Từ Liêm, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381505,CÔNG TY TNHH VẬN TẢI NĂM SAO VN,,,,"Số 44 Ngõ Mai Hương, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381671,CÔNG TY TNHH THƯƠNG MẠI MOVIETECH,,,,"Số 5/88 Trần Quý Cáp, Phường Văn Miếu - Quốc Tử Giám, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381791,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI HỒNG HÒA,,,,"Số Nhà 2, Đường Thống Nhất, Ngã 3 Bắc Vọng, Thôn Bắc Vọng, Xã Đa Phúc, Huyện Sóc Sơn, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111382202,CÔNG TY TNHH TMDV HUYỀN TRÂN PHÁT CHÍNH,,,,"Số 10, Ngõ 25, Phố Chùa Thông, Phường Sơn Tây, Thị Xã Sơn Tây, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381657,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ CÔNG DÂN QUỐC GIA,,,,"Số 49, Ngách 71, Ngõ Văn Chương 2, Phường Văn Miếu - Quốc Tử Giám, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111382065,CÔNG TY TNHH XUẤT NHẬP KHẨU DỆT MAY TEXTNET,,,,"Thôn Thanh Trí, Xã Kim Anh, Huyện Sóc Sơn, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0305477703-002,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ - XUẤT NHẬP KHẨU VIÊN PHÁT � CHI NHÁNH HÀ NỘI,,,,"519 Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111380653,CÔNG TY TNHH DENAIR COMPRESSOR VIỆT NAM,,,,"Tầng 8 Tòa Nhà Licogi 13, Số 164 Khuất Duy Tiến, Phường Thanh Xuân, Quận Thanh Xuân, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381544,CÔNG TY CỔ PHẦN HỆ THỐNG GIẢI PHÁP NĂNG LƯỢNG VÀ MÔI TRƯỜNG VIỆT NAM,,,,"Số 14B, Ngõ 243 Đường Nam Dư, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111380766,CÔNG TY TNHH ĐẠI PHÚ MOLD,,,,"Cụm Dân Cư Số 2, Thôn Quỳnh Đô, Xã Đại Thanh, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111382026,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI THÔNG THÀNH PHÁT,,,,"Thôn Nam Phú, Xã Phú Xuyên, Huyện Phú Xuyên, Hà Nội",,Ha Noi,2026-05-08 13:51:59
0111381985,CÔNG TY TNHH HELIO ARTS,,,,"Số 79B Đường Quang Trung, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381833,CÔNG TY TNHH KIỀM SAPHIA HY VỌNG,,,,"Số Nhà 30 Ngõ 171 Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381128,CÔNG TY TNHH WOH3001,,,,"Tầng 14, Tòa Nhà Việt Á, Số 9, Phố Duy Tân, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381142,CÔNG TY TNHH BODHI SYSTEMS,,,,"Tầng 10 Tòa Nhà Việt Á, Số 9 Phố Duy Tân, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381706,CÔNG TY TNHH XÂY DỰNG VÀ PHÁT TRIỂN HPI,,,,"Số 1 Lk4, Khu Đô Thị Lộc Ninh, Phường Chương Mỹ, Huyện Chương Mỹ, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381713,CÔNG TY CỔ PHẦN GIÁO DỤC PHÙ ĐỔNG,,,,"Số 6, Thôn Dược Hạ, Xã Sóc Sơn, Huyện Sóc Sơn, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381512,CÔNG TY TNHH GIÁO DỤC VÀ NGHỆ THUẬT VMA,,,,"Số 85 Nguyễn Du, Phường Hai Bà Trưng, Quận Hai Bà Trưng, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381664,CÔNG TY TNHH ĐIÊU KHẮC NGHỆ THUẬT OẢN XÍU,,,,"Số 18 Ngách 43 Ngõ 64 Nguyễn Lương Bằng, Tổ Dân Phố 15, Phường Đống Đa, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381939,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NAM CƯỜNG GROUP,,,,"Bt01A-6, Làng Việt Kiều Châu Âu, Kđt Mỗ Lao, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381872,CÔNG TY TNHH VẬN TẢI VÀ DỊCH VỤ QUANG ANH,,,,"Số 10, Nghách 2, Ngõ 1, Thôn Châu Mai, Xã Dân Hòa, Huyện Thanh Oai, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381865,CÔNG TY TNHH CÔNG NGHỆ AI FASTEST,,,,"Số 2 Ngõ 11, Đường Tây Hồ, Phường Tây Hồ, Quận Tây Hồ, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381907,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DAYONE,,,,"Số Nhà 17, Ngõ 59 Phố Trịnh Công Sơn, Phường Tây Hồ, Quận Tây Hồ, Hà Nội",,Ha Noi,2026-05-08 13:52:03
0111381382,CÔNG TY TNHH RACE ON VIỆT NAM,,,,"Nhà Số 1 Liền Kề (Lke) 10 Tổ Văn Khê 3, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111382072,CÔNG TY TNHH VẬT TƯ VÀ THIẾT BỊ CÔNG NGHIỆP GIA KHÁNH,,,,"Số 37 Bt2, Bắc Linh Đàm, Phường Định Công, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111380935,HỢP TÁC XÃ SẢN XUẤT CÔNG NGHIỆP BẢO NAM BA VÌ,,,,"Thôn Đồng Bảng, Xã Vật Lại, Huyện Ba Vì, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381054,CÔNG TY TNHH CHĂN NUÔI HVPT,,,,"531 Ngọc Thuỵ, Phường Bồ Đề, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381784,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MISS HÀ NỘI,,,,"Số 55 Phố Văn Miếu, Phường Văn Miếu - Quốc Tử Giám, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381696,CÔNG TY CỔ PHẦN GỖ VIỆT H&T,,,,"Số 3, Đường Đan Hoài, Xã Ô Diên, Huyện Đan Phượng, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381329,CÔNG TY CỔ PHẦN SÁCH - THIẾT BỊ GIÁO DỤC THỜI ĐẠI,,,,"K4 Tt10, Kđt Mới Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381047,CÔNG TY TNHH ĐẦU TƯ ĐỖ NHẬT NAM,,,,"Số 1 A21 Nghĩa Tân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381590,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ XÂY DỰNG NHÀ AN THỊNH,,,,"Số 8 Thôn Dược Hạ, Xã Sóc Sơn, Huyện Sóc Sơn, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111380861,CÔNG TY CỔ PHẦN DƯỢC THẢO BÁCH NIÊN AN,,,,"Số 78 Đường Đài Liệu, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111380727,CÔNG TY CỔ PHẦN SẢN XUẤT Đ&M,,,,"Số 72 Ngõ 26 Kim Hoa, Phường Văn Miếu - Quốc Tử Giám, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111381632,CÔNG TY TNHH NEBLOOM TECH SOLUTIONS,,,,"Số 21, Ngõ 98 Thái Hà, Phường Đống Đa, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:07
0111380928,CÔNG TY TNHH LIÊN MINH CỘNG HƯỞNG,,,,"Số Nhà 20, Đường Hạ Hồi, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111382178,CÔNG TY TNHH XÂY DỰNG SẢN XUẤT VÀ THƯƠNG MẠI TIÊN PHONG,,,,"C03-27 Geleximco, Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111382354,CÔNG TY TNHH RIKIO AGENCY,,,,"Số 15 Ngõ 31 Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111382259,CÔNG TY TNHH LOGISTICS THV,,,,"Số 23, Ngõ 2, Đường Nam Hồng, Thôn Đìa, Xã Phúc Thịnh, Huyện Đông Anh, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111382403,CÔNG TY TNHH THƯƠNG MẠI & SẢN XUẤT DƯƠNG GIA PHÁT,,,,"Số Nhà 5, Ngõ 93 Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111380847,CÔNG TY TNHH THANH TÙNG T&T AUTOPARTS VIỆT NAM,,,,"Số 4, Ngách 126/255 Vĩnh Khang, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111381103,CÔNG TY TNHH TƯ VẤN QUẢN LÝ TÀI CHÍNH QUỐC TẾ JOIN-IN,,,,"L12B.07 Tầng 12B, Số 265 Đường Cầu Giấy, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0110148337-001,VĂN PHÒNG ĐẠI DIỆN � CÔNG TY TNHH THƯƠNG MẠI VIK,,,,"280 Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111380942,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU KHÁNH VÂN,,,,"Số 38 Ngõ 129 Đường Bát Khối, Tổ 27, Phường Long Biên, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111380822,CÔNG TY TNHH TMDV HOÀNG KIM VN,,,,"Số 87 Đường Yên Xá, Phường Thanh Liệt, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111381135,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG VÀ THƯƠNG MẠI T&N,,,,"Tầng 9, Toà Nhà Hl Số 6/82 Duy Tân, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111381914,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG VÀ GIẢI PHÁP SỐ CÔNG TRÌNH MINH KHÔI,,,,"Tầng 2 Liền Kề 3.11 (Tt2), Dự Án Tttm Nhà Ở Cao Tầng Và Thấp, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:10
0111381456,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ PHƯỚC DŨNG,,,,"Tầng 26, Tòa Nhà 54A Nguyễn Chí Thanh, Phường Láng, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111382192,CÔNG TY TNHH ĐẦU TƯ GIÁO DỤC VÀ ĐẠO TẠO CÔNG NGHỆ TÂY HÀ NỘI,,,,"Số Nhà 9, Ngõ 60, Đường 422, Khu 6, Xã Hoài Đức, Huyện Hoài Đức, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111380886,CÔNG TY TNHH CONAIR VIỆT NAM,,,,"Phòng 1320, Tầng 13, Tháp Hà Nội, 49 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111381449,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH PLANTRIPS,,,,"Số 4 Ngõ 103/8 Phố Pháo Đài Láng, Phường Láng, Quận Đống Đa, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111380759,CÔNG TY TNHH NHÀ HÀNG RƠM NẾP,,,,"Bt1-7 Khu Đấu Giá Tứ Hiệp, Xã Thanh Trì, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111381569,CÔNG TY TNHH VLXD TƯỜNG LUYẾN,,,,"Thôn Mục Uyên 1, Xã Hạ Bằng, Huyện Thạch Thất, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111380741,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ ĐẦU TƯ HAPPY FEET,,,,"Tầng 2, Số Nhà 29 Ngõ 12, Đường Tả Thanh Oai, Xã Đại Thanh, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0108105791-002,CHI NHÁNH - CÔNG TY TNHH NGUỒN NHÂN LỰC SK VIỆT NAM,,,,"Đội 7, Thôn Bầu, Xã Thiên Lộc, Huyện Đông Anh, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111381495,CÔNG TY TNHH DỊCH VỤ HÀNG KHÔNG ASIA CONNECT,,,,"Số 115 Trần Khát Chân, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0110464318-001,CÔNG TY CỔ PHẦN NSBB QUỐC TẾ - CHI NHÁNH CẦU GIẤY,,,,"Tầng 4, Tòa Nhà B3/D7 Ngõ 25 Thọ Tháp, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111380903,CÔNG TY CP CÔNG NGHỆ THÀNH CÔNG MYS,,,,"Số 17 Ngách 54 Ngõ 294 Đường Kim Mã, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111380808,CÔNG TY TNHH THỜI TRANG LECINI,,,,"Số R9.12A Khu Đô Thị Eden Rose, Ngõ 908 Đường Kim Giang, Phường Thanh Liệt, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:14
0111382234,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ PHƯƠNG LAN,,,,"Xóm 1 Thôn Thái Bình, Xã Đông Anh, Huyện Đông Anh, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111382114,CÔNG TY TNHH KINH DOANH VÀ THƯƠNG MẠI KTP VIỆT NAM,,,,"Số 26A Thôn 6, Xã Bất Bạt, Huyện Ba Vì, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111380910,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI QUỐC TẾ TK 88,,,,"Tầng 6, Tòa Nhà Văn Phòng Md Complex, Số 68 Nguyễn Cơ Thạch, Phường Từ Liêm, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381840,CÔNG TY CỔ PHẦN TẬP ĐOÀN TFCI,,,,"Lô 48 Khu Công Nghiệp Quang Minh, Xã Quang Minh, Huyện Mê Linh, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111382280,CÔNG TY TNHH GIẢI PHÁP CHÂN KHÔNG Á CHÂU,,,,"48 Thanh Ấm, Xã Vân Đình, Huyện Ứng Hoà, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111382097,CÔNG TY TNHH BTC-AI MEDIA & TECHNOLOGY,,,,"Số 14Tm2-C2, 14Tm2�C3 Sunriise G, Kđt The Manor Central Park, Phường Định Công, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111382347,CÔNG TY TNHH ẨM THỰC MASTER FOOD,,,,"Số 56 Trúc Bạch, Phường Ba Đình, Quận Ba Đình, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381343,CÔNG TY TNHH ÂU VIỆT INVESTMENT,,,,"D07Dc02-Btg6A, Khu Nhà Ở Cao Cấp Ngôi Nhà Mới, Xã Quốc Oai, Huyện Quốc Oai, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381061,CÔNG TY TNHH MTV HÙNG XUÂN,,,,"12 14 Ngõ 720 Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381551,CÔNG TY TNHH THƯƠNG MẠI NHD GROUP,,,,"Số 51, Tt6, Khu Đô Thị Mới Văn Phú, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381015,CÔNG TY TNHH THƯƠNG MẠI HOA CỎ MAY,,,,"Tầng 8, Tháp Tây, Toà Nhà Hancorrp Plaza, Số 72 Trần Đăng Ni, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381738,CÔNG TY TNHH TƯ VẤN VÀ ĐẦU TƯ BẤT ĐỘNG SẢN HP LAND,,,,"Số 3 Ngõ 72 Đường Dương Khuê, Phường Từ Liêm, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:52:17
0111381960,CÔNG TY CỔ PHẦN CÔNG NGHỆ THƯƠNG MẠI DỊCH VỤ VÀ SẢN XUẤT NAM Á,,,,"Số 16A Ngõ 250/78 Đường Kim Giang, Phường Định Công, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381946,CÔNG TY TNHH CHĂN NUÔI CÔNG NGHỆ CAO VIỆT NAM,,,,"Nhà 6B, Tầng 6 (Sàn Văn Phòng), Tòa Nhà Hỗn Hợp Sông Đà, Số, Phường Hà Đông, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381463,CÔNG TY TNHH MINIBU VIỆT NAM,,,,"Số Nhà 18B15, Ngõ 51 Cảm Hội, Phường Hai Bà Trưng, Quận Hai Bà Trưng, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381022,CÔNG TY TNHH MOONLIGHT PIANO,,,,"Số 20 Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381181,CÔNG TY TNHH CÔNG NGHỆ SỐ SOFIA,,,,"Tầng 2, Số 18 Đường Tỉnh Lộ 419 Thôn Phố Săn, Xã Thạch Thất, Huyện Thạch Thất, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381992,CÔNG TY TNHH MINH TÚ AUTO,,,,"Số Nhà 17, Phố Giáp Nhị, Phường Hoàng Mai, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381294,CÔNG TY TNHH BRO KK,,,,"Số 7 Lô Tt4 Khu Đô Thị Mỹ Đình- Mễ Trì, Phố Trần Văn Lai, Phường Từ Liêm, Quận Nam Từ Liêm, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111382107,CÔNG TY TNHH NỘI THẤT VINH VƯỢNG,,,,"Số 33 Đường Sunrise G, Khu Đô Thị The Manor Central Park, Phường Định Công, Quận Hoàng Mai, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111382146,CÔNG TY TNHH XÂY DỰNG KIẾN TRÚC VÀ TRANG TRÍ NỘI THẤT AN BÌNH,,,,"Thôn Phú An, Xã Hát Môn, Huyện Phúc Thọ, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381801,CÔNG TY TNHH THỰC PHẨM SẠCH TUẤN ĐÀO,,,,"Thôn Giao Tự, Xã Thuận An, Huyện Gia Lâm, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111381110,CÔNG TY TNHH MAISON ONE INTERNATIONAL,,,,"Tầng 11,Tòa Nhà Việt Á, Số 9 Phố Duy Tân, Phường Cầu Giấy, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111382227,CÔNG TY TNHH EDURIAN VIỆT NAM,,,,"Tầng 3 Phòng 301 Biệt Thự Lcd 1-12, Vinhomes Thăng Long, Xã An Khánh, Huyện Hoài Đức, Hà Nội",,Ha Noi,2026-05-08 13:52:21
0111380780,CÔNG TY TNHH TM VÀ DV NHƯ SƠN,,,,"Thôn Lưu Phái, Xã Thanh Trì, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111381008,CÔNG TY TNHH VS NEW PHARMA,,,,"Số 90 Ngõ 203 Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111381576,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI TIẾN ĐỨC PHÁT,,,,"Thôn Vĩnh Lộc 2, Xã Tây Phương, Huyện Thạch Thất, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111382298,CÔNG TY TNHH THỜI TRANG BẢO TÂM AN OUTFITS,,,,"Số Nhà 14, Ngõ Xóm Giếng, Thôn Quế Lâm, Xã Hát Môn, Huyện Phúc Thọ, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111380773,CÔNG TY TNHH SOLO FLOWS,,,,"Số 1 Ngách 34 Ngõ 250 Nguyễn Xiển, Phường Thanh Liệt, Huyện Thanh Trì, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111381826,CÔNG TY TNHH MMY F&B,,,,"Số 26, Ngõ 11 Đường Tô Ngọc Vân, Phường Tây Hồ, Quận Tây Hồ, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111381350,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO PHÁT TRIỂN VIỆT,,,,"Số 37 Cl06, Khu Đất Dịch Vụ La Dương, Phường Dương Nội, Quận Hà Đông, Hà Nội",,Ha Noi,2026-05-08 13:52:26
0111380967,CÔNG TY TNHH AN THÀNH SHOES,,,,"Số 26 Ngõ 20 Đàm Quang Trung, Tổ 25, Phường Long Biên, Quận Long Biên, Hà Nội",,Ha Noi,2026-05-08 13:52:26
